Job_Title,Experience,Skills,Education,Language,Soft_Skills,Full_Description
Email Campaign Assistant,No experience but strong motivation,"Shopify, Google Ads, Order Management, Social Media Marketing, CRM Tools, Customer Service",Diploma in E-commerce or IT,Multilingual preferred,Strong communication and time management skills,"Email Campaign Assistant with No experience but strong motivation experience required. Skills needed: Shopify, Google Ads, Order Management, Social Media Marketing, CRM Tools, Customer Service. Education: Diploma in E-commerce or IT. Language: Multilingual preferred. Soft skills: Strong communication and time management skills."
Content Writer (E-commerce),3+ years,"Zapier, Excel, Shopify, Order Management, SEO",High School diploma,Multilingual preferred,Attention to detail and teamwork,"Content Writer (E-commerce) with 3+ years experience required. Skills needed: Zapier, Excel, Shopify, Order Management, SEO. Education: High School diploma. Language: Multilingual preferred. Soft skills: Attention to detail and teamwork."
Inventory Analyst,3+ years,"Order Management, Return Handling, Zapier, Product Description Writing, Customer Service, Inventory Management",High School diploma,Multilingual preferred,Problem-solving and customer-first mindset,"Inventory Analyst with 3+ years experience required. Skills needed: Order Management, Return Handling, Zapier, Product Description Writing, Customer Service, Inventory Management. Education: High School diploma. Language: Multilingual preferred. Soft skills: Problem-solving and customer-first mindset."
Marketplace Account Executive,3+ years,"SEO, CRM Tools, Copywriting",Diploma in E-commerce or IT,Multilingual preferred,Problem-solving and customer-first mindset,"Marketplace Account Executive with 3+ years experience required. Skills needed: SEO, CRM Tools, Copywriting. Education: Diploma in E-commerce or IT. Language: Multilingual preferred. Soft skills: Problem-solving and customer-first mindset."
Inventory Analyst,1+ years,"Google Ads, Excel, Customer Service","Bachelor's degree in Business, Marketing or related",Fluent English,Problem-solving and customer-first mindset,"Inventory Analyst with 1+ years experience required. Skills needed: Google Ads, Excel, Customer Service. Education: Bachelor's degree in Business, Marketing or related. Language: Fluent English. Soft skills: Problem-solving and customer-first mindset."
Product Listing Manager,1+ years,"Return Handling, Customer Service, Excel, Social Media Marketing","Bachelor's degree in Business, Marketing or related",Good written English,Problem-solving and customer-first mindset,"Product Listing Manager with 1+ years experience required. Skills needed: Return Handling, Customer Service, Excel, Social Media Marketing. Education: Bachelor's degree in Business, Marketing or related. Language: Good written English. Soft skills: Problem-solving and customer-first mindset."
Email Campaign Assistant,No experience but strong motivation,"Google Ads, SEO, Customer Service","Bachelor's degree in Business, Marketing or related",Fluent English,Attention to detail and teamwork,"Email Campaign Assistant with No experience but strong motivation experience required. Skills needed: Google Ads, SEO, Customer Service. Education: Bachelor's degree in Business, Marketing or related. Language: Fluent English. Soft skills: Attention to detail and teamwork."
Marketplace Account Executive,No experience but strong motivation,"Social Media Marketing, SEO, Amazon Seller Central, Inventory Management",Diploma in E-commerce or IT,Good written English,Strong communication and time management skills,"Marketplace Account Executive with No experience but strong motivation experience required. Skills needed: Social Media Marketing, SEO, Amazon Seller Central, Inventory Management. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Strong communication and time management skills."
Digital Marketing Assistant,3+ years,"SEO, Customer Service, Excel, Zapier",High School diploma,Multilingual preferred,Problem-solving and customer-first mindset,"Digital Marketing Assistant with 3+ years experience required. Skills needed: SEO, Customer Service, Excel, Zapier. Education: High School diploma. Language: Multilingual preferred. Soft skills: Problem-solving and customer-first mindset."
Logistics Coordinator,1+ years,"Social Media Marketing, Zapier, Return Handling, Product Description Writing, Amazon Seller Central","Bachelor's degree in Business, Marketing or related",Multilingual preferred,Problem-solving and customer-first mindset,"Logistics Coordinator with 1+ years experience required. Skills needed: Social Media Marketing, Zapier, Return Handling, Product Description Writing, Amazon Seller Central. Education: Bachelor's degree in Business, Marketing or related. Language: Multilingual preferred. Soft skills: Problem-solving and customer-first mindset."
Inventory Analyst,No experience but strong motivation,"CRM Tools, Return Handling, Social Media Marketing, Order Management, Google Ads, Shopify","Bachelor's degree in Business, Marketing or related",Multilingual preferred,Attention to detail and teamwork,"Inventory Analyst with No experience but strong motivation experience required. Skills needed: CRM Tools, Return Handling, Social Media Marketing, Order Management, Google Ads, Shopify. Education: Bachelor's degree in Business, Marketing or related. Language: Multilingual preferred. Soft skills: Attention to detail and teamwork."
Digital Marketing Assistant,No experience but strong motivation,"Inventory Management, Google Ads, Zapier, Product Description Writing, Amazon Seller Central, Excel",Diploma in E-commerce or IT,Good written English,Strong communication and time management skills,"Digital Marketing Assistant with No experience but strong motivation experience required. Skills needed: Inventory Management, Google Ads, Zapier, Product Description Writing, Amazon Seller Central, Excel. Education: Diploma in E-commerce or IT. Language: Good written English. Soft skills: Strong communication and time management skills."
Content Writer (E-commerce),3+ years,"Product Description Writing, Order Management, Social Media Marketing, Excel, SEO",High School diploma,Fluent English,Problem-solving and customer-first mindset,"Content Writer (E-commerce) with 3+ years experience required. Skills needed: Product Description Writing, Order Management, Social Media Marketing, Excel, SEO. Education: High School diploma. Language: Fluent English. Soft skills: Problem-solving and customer-first mindset."
Email Campaign Assistant,3+ years,"Customer Service, SEO, Social Media Marketing, Return Handling, Order Management, Product Description Writing",High School diploma,Fluent English,Problem-solving and customer-first mindset,"Email Campaign Assistant with 3+ years experience required. Skills needed: Customer Service, SEO, Social Media Marketing, Return Handling, Order Management, Product Description Writing. Education: High School diploma. Language: Fluent English. Soft skills: Problem-solving and customer-first mindset."
